    name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,mh,sa,dt,mm,dm,bum,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otp,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,idd,at,ect,tele,saca,trc,smon,smpd,smop,hi,res,phdt,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,fsa,cit,wi,ss,pa,ah,sp,co,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,adtx,bdtx,cdtx,mdtx,odtx,tgd,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,snr,fem,male,du,duo,acc,acm,acu,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,opc,sae,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,bsdm,nu,mu,bwn,bwon,ub,un,beri,pvtp,pvtn,fqhc,sumh,inpe,rpe,pc,naut,nmaut,acma,pmat,auinpe,aurpe,aupc,dlc,mhiv,mhcv,lfxd,clnd,copsu,daof,mst,noe,ofd,rc,piec,mdet,voc,hav,hbv,audo,cbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,pefp,aot,msnh,ipsy,shp,vahc,mmd,antpych,mpep,aim,fed,sotp,dea,mhc,samf,mhpa,hbt,hct,labt,tod,vapn,vapp,vppd,oudo,nx,fx,mws,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n24,n40 
CleanSlate Centers,,68 Camp Street,Unit 1,Hyannis,MA,02601,,Barnstable,774-470-1370,,,,http://cleanslatecenters.com,41.6575939,-70.275337,SU,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,1,,,,1,,,1,1,,1,1,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,1,1,,1,1,,1,,1,1,1,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay Cove Behavioral Health and,Wellness Center,110 Main Street,,Hyannis,MA,02601,,Barnstable,833-229-2683,,,,https://www.baycovecapecod.org/,41.6561728,-70.2749491,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,,,1,,1,,1,,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,,,,,,,,,1,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Duffy Health Center Inc,,94 Main Street,,Hyannis,MA,02601,,Barnstable,508-771-9599,,,,https://www.duffyhealthcenter.org/,41.6562982,-70.2744449,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,1,,,,,1,,1,1,,,1,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,,1,,1,,1,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,1,1,,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Duffy Health Center Inc,,94 Main Street,,Hyannis,MA,02601,,Barnstable,508-771-9599,,,,https://www.duffyhealthcenter.org/,41.6562982,-70.2744449,SU,,1,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,1,1,,,,1,,,,,1,1,1,,,,,,,,,,,,1,,,1,1,1,,1,,,,,,1,1,1,1,1,,,,,,,,,1,,,,1,,1,,,,,1,,1,,1,1,,1,1,,,,,,,,,,,,1,1,1,,,1,,1,1,,,1,,1,,,,1,1,,,1,1,,,,1,1,1,1,1,,1,,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,,,1,,,,1,1,1,,1,,,1,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,
ServiceNet Inc,Orange Recovery House,35 Congress Street,,Orange,MA,01364,,Franklin,978-544-6507,,413-772-6100 x81120,,http://servicenet.org,42.5851239,-72.3109709,SU,,1,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,1,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,,,,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,1,,,,,,,1,1,,,,1,,,,,,,,1,1,,,1,1,1,1,,,,1,,,1,1,1,,1,,,1,,,1,,,1,1,1,,,,1,1,1,,1,,,,1,,,1,1,,,1,1,,1,,,,,,,,1,,,,1,1,,,1,,,1,1,,,,,,1,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
CHD,Outpatient Behavioral Health Servs,131 West Main Street,,Orange,MA,01364,,Franklin,978-544-2148,,844-243-4357,,http://www.chd.org,42.5916352,-72.3156192,SU,,1,1,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,1,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,,1,1,,,,,1,,,,,,,1,1,1,,,,,,,,,,1,,1,,,,,1,,1,,,1,,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,,1,,,,1,1,1,,1,,,1,,1,1,,1,1,1,,,1,1,,1,,1,1,1,,1,1,1,,1,1,1,,1,,1,1,1,1,,,1,,1,1,1,1,,,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,1,,,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHD,Outpatient Behavioral Health Servs,131 West Main Street,,Orange,MA,01364,,Franklin,978-544-2148,,844-243-4357,,http://www.chd.org,42.5918639,-72.3164749,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,1,,,,,,,,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,1,,1,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Marthas Vineyard Community Servs,Island Counseling Center/Outpatient,111 Edgartown Road,,Vineyard Haven,MA,02568,,Dukes,508-693-7900 x241,,508-693-7900 x290,,http://www.mvcommunityservices.org,41.4481324,-70.6075879,SU,,1,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,1,,,,1,,,,,,,,1,1,1,1,,1,1,1,,1,,1,,,1,1,,1,1,1,,1,,,1,,1,1,1,1,,1,,,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,1,,1,1,,,1,,1,,,,,,,1,,1,,1,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,,,1,,,,,
Marthas Vineyard Community Servs,Island Counseling Center/Outpatient,111 Edgartown Road,,Vineyard Haven,MA,02568,,Dukes,508-693-7900 x241,,508-693-7900 x290,,http://www.mvcommunityservices.org,41.4479887,-70.6075746,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,1,,,1,,,1,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,1,,,1,,,,1,,,1,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,1,,,,,
Cape Cod Human Services,Fontaine Medical Center,525 Long Pond Drive,,Harwich,MA,02645,1227,Barnstable,508-430-3350,Intakes,508-430-5030,800-513-4728,http://www.capecodhealth.org,41.722568,-70.0370091,MH,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,1,,,,1,,1,1,,1,,1,,,,,1,1,,,1,1,1,1,,,,,,1,,,1,,,1,,,1,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Griswold Behavioral Health Center,,42 Wright Street,,Palmer,MA,01069,1156,Hampden,413-370-5153,,413-370-8517,,http://www.BaystateHealth.org,42.1701994,-72.339299,SU,,1,,,,1,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,1,,,,,,,,1,1,,1,1,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,,,,,,1,1,1,1,1,,1,1,1,1,,,1,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,,,1,,1,,1,1,,,,,,,1,,1,1,1,1,1,,1,,1,,,1,,,1,1,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Griswold Behavioral Health Center,,42 Wright Street,,Palmer,MA,01069,1156,Hampden,413-370-5153,,413-370-8517,,http://www.BaystateHealth.org,42.1701994,-72.339299,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
CleanSlate Centers,,211 State Street,Unit C,Belchertown,MA,01007,,Hampshire,413-725-4214,,774-255-1739,,http://www.cleanslatecenters.com,42.2671604,-72.4218847,SU,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,1,,,,1,,,1,1,,1,1,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,1,1,,1,1,,1,,1,1,1,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Rivers Program,,52 Old Bay Road,,Belchertown,MA,01007,,Hampshire,413-733-4032 x200,,413-733-4032,,http://cutchins.org/programs/three-rivers/,42.3042946,-72.4464567,MH,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,1,,,,1,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Everest Recovery Center,Massachusetts,14 Chestnut Place,1st Floor,Ludlow,MA,01056,,Hampden,413-268-6522,,,,http://everest-recovery.com,42.1575964,-72.4811254,SU,,1,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,,,,,,,,,,,,1,,,,,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,1,1,1,,1,1,1,1,,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,,,1,1,1,1,,,,,1,1,,1,1,1,1,1,1,1,,,1,,,,,,1,,,1,,,,,,1,,1,,1,,,,,,1,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Avanzando Gandara Center,Enhanced Residential Rehab Services,14 Chestnut Place,,Ludlow,MA,01056,,Hampden,413-266-4093,,413-206-0169,,http://gandaracenter.org/avanzando/,42.1575964,-72.4811254,MH,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,1,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,1,1,1,,1,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,,,1,,1,1,,1,,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Avanzando Gandara Center,Enhanced Residential Rehab Services,14 Chestnut Place,,Ludlow,MA,01056,,Hampden,413-266-4093,,413-206-0169,,http://gandaracenter.org/avanzando/,42.1577472582932,-72.4812111036145,SU,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,1,1,1,1,1,,,,,,,,,,1,,,,,,,1,1,,,,1,,1,1,,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,,,,,,1,1,,,,1,,,,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,1,,,1,1,,1,1,1,,1,,,1,1,,1,,1,1,1,1,1,1,1,,1,1,,,,,,,,,,,1,,1,,1,1,,,1,,1,1,1,,,,,,,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Mental Health Association (MHA),GRIT Kopernick,34 Korpernick Street,,Indian Orchard,MA,01151,,Hampden,413-747-5384,,844-642-9355 x1,,http://www.mhainc.org/grit,42.1545988,-72.4864381,SU,,1,,,,,,,1,1,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,1,,1,,,,,,,,,,,,1,,1,,,,,1,,,,1,1,,1,1,,,,1,,,,,,,1,1,1,1,1,1,1,1,1,1,,,1,,,1,1,,,1,,,1,,,1,,,1,1,1,1,,,1,1,1,,1,,1,,1,1,1,1,1,,1,1,,,1,,1,1,1,1,,,1,,1,,1,1,,,1,1,1,1,1,1,,,1,1,,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Mental Health Association (MHA),GRIT Kopernick,34 Korpernick Street,,Indian Orchard,MA,01151,,Hampden,413-747-5384,,844-642-9355 x1,,http://www.mhainc.org/grit,42.1545988,-72.4864381,MH,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,1,,1,,,,,,1,,1,1,1,1,1,1,,,,1,1,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ServiceNet OP Behavioral Center,Amherst Clinic,400 Amity Street,,Amherst,MA,01002,,Hampshire,413-584-6855 x2,Intakes,877-984-6855,413-549-0095 x1,http://www.servicenet.org,42.3736659,-72.53169,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,
Golden Years Behavioral Health,,18 Shaker Road,,East Longmeadow,MA,01028,,Hampden,413-224-2015,,,,http://goldenyearsbh.com,42.064054,-72.5133118,SU,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,,1,,1,1,1,1,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,1,1,1,1,1,,,,1,1,,,1,,1,,1,,1,1,,,1,,,,,1,1,,1,,,,,1,,,,,1,,1,,1,1,,,,1,,,,,,,,,,1,,,1,,,1,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Golden Years Behavioral Health,,18 Shaker Road,,East Longmeadow,MA,01028,,Hampden,413-224-2015,,,,http://goldenyearsbh.com,42.064054,-72.5133118,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,1,,,,,1,1,,,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Two Rivers Recovery Ctr for Women,,148 Montague City Road,,Greenfield,MA,01301,,Franklin,413-512-5024,Intakes,413-512-5020,413-512-5023,http://www.chd.org,42.5780044,-72.5796513,SU,,1,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,1,1,1,1,,,,,,,,,,1,,,,1,,,1,1,1,1,1,1,,1,1,,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,1,,,1,1,,1,1,,,1,1,,1,1,,1,,,,1,,,1,,,1,1,1,,,,,1,1,,,,,,1,1,1,1,1,,1,1,1,,,,,,,,,,1,,,1,1,,,,1,,1,1,1,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CleanSlate Centers,Greenfield,489 Bernardston Road,Suite 108,Greenfield,MA,01301,,Franklin,413-376-4343,,,,http://www.cleanslatecenters.com/,42.608746,-72.5856398,SU,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,1,,,,1,,,1,1,,1,1,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,1,1,,1,1,,1,,1,1,1,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley Springs Changes,,157 High Street,,Greenfield,MA,01301,,Franklin,413-466-6370,,,,http://www.valleyspringsbh.com,42.5952006,-72.5912224,MH,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Compass Recovery LLC,,65-D Elm Street,Suite 201,Hatfield,MA,01038,,Hampshire,413-861-0680,,,,http://www.compassrecoverytreatment.com,42.3617664,-72.6140774,SU,,1,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,1,,1,,1,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,1,,1,1,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,1,,,1,1,,,1,,1,,1,1,1,1,1,,1,,,,1,,1,1,1,1,,1,,,,,,,,,,1,1,,1,1,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ServiceNet Inc,Beacon House,53-57 Beacon Street,,Greenfield,MA,01301,,Franklin,413-773-1705,Intakes,413-772-6100 x81120,413-773-1507,http://Servicenet.org,42.59688,-72.5925945,SU,,1,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,1,1,1,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,1,,,,,,,1,,,,,1,,,,,,,1,,,,,1,1,1,1,1,,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,,1,,1,1,1,,,,,,1,1,,1,1,,,1,1,,,,,,,,,,1,1,,1,1,,,,1,,1,1,,,,,,,1,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,1,,1,,,,,1,,,,,,,,,
